"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"서울특별시 강북구 미아동 159-16",1,서울특별시 강북구 덕릉로30길 6,서울특별시 강북구 미아동 159-16,37.63450262,127.0251955,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 159-17",1,서울특별시 강북구 덕릉로 102-5,서울특별시 강북구 미아동 159-17,37.63448895,127.0250798,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 160-40",1,서울특별시 강북구 덕릉로28길18,서울특별시 강북구 미아동 160-40,37.63387496,127.0240624,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 160-30",1,서울특별시 강북구 도봉로76길3-6,서울특별시 강북구 미아동 160-30,37.6330894,127.024036,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 157-32",1,서울특별시 강북구 도봉로76길 77,서울특별시 강북구 미아동 157-32,37.63469251,127.027009,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 157-17",1,서울특별시 강북구 도봉로76길 71,서울특별시 강북구 미아동 157-17,37.63443412,127.0269466,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 157-39",1,서울특별시 강북구 도봉로76길 65,서울특별시 강북구 미아동 157-39,37.63418432,127.0267577,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 157-40",1,서울특별시 강북구 덕릉로32길 15,서울특별시 강북구 미아동 157-40,37.63412253,127.0266993,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 157-48",1,서울특별시 강북구 덕릉로32길 11-1,서울특별시 강북구 미아동 157-48,37.63439896,127.0266702,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 157-46",1,서울특별시 강북구 덕릉로32길 11-5,서울특별시 강북구 미아동 157-46,37.63448958,127.0267416,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 157-31",1,서울특별시 강북구 덕릉로32길 5,서울특별시 강북구 미아동 157-31,37.63456996,127.0266723,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 157-24",1,서울특별시 강북구 덕릉로32길3-5,서울특별시 강북구 미아동 157-24,37.63469235,127.0268965,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-12",1,서울특별시 강북구 도봉로78길 51,서울특별시 강북구 미아동 158-12,37.63392818,127.0263203,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-15",1,서울특별시 강북구 도봉로76길 43,서울특별시 강북구 미아동 158-15,37.63340143,127.026038,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-79",1,서울특별시 강북구 도봉로76길 41,서울특별시 강북구 미아동 158-79,,,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-79",1,서울특별시 강북구 도봉로76길 41,서울특별시 강북구 미아동 158-79,,,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-77",1,서울특별시 강북구 도봉로76길 35-6,서울특별시 강북구 미아동 158-77,37.63352066,127.0259323,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-18",1,서울특별시 강북구 도봉로78길 40,서울특별시 강북구 미아동 158-18,37.6336908,127.0257795,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-95",1,서울특별시 강북구 도봉로78길 41,서울특별시 강북구 미아동 158-95,37.63388511,127.0259163,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-14",1,서울특별시 강북구 도봉로76길 49,서울특별시 강북구 미아동 158-14,37.63372611,127.0262323,2000,전용주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-87",1,서울특별시 강북구 덕릉로30길 19,서울특별시 강북구 미아동 158-87,37.63385232,127.0254828,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-94",1,서울특별시 강북구 덕릉로30길 15-8,서울특별시 강북구 미아동 158-94,37.63404693,127.0259117,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-47",1,서울특별시 강북구 덕릉로30길 3-6,서울특별시 강북구 미아동 158-47,37.63446325,127.0255974,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-84",1,서울특별시 강북구 덕릉로30길 9-6,서울특별시 강북구 미아동 158-84,37.63420518,127.0257517,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-86",1,서울특별시 강북구 덕릉로30길 9-14,서울특별시 강북구 미아동 158-86,37.63422862,127.0260676,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-24",1,서울특별시 강북구 덕릉로30길 9-30,서울특별시 강북구 미아동 158-24,37.63427307,127.0263673,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-22",1,서울특별시 강북구 덕릉로30길 9-26,서울특별시 강북구 미아동 158-22,37.63412359,127.026387,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-53",1,서울특별시 강북구 덕릉로 110-5,서울특별시 강북구 미아동 158-53,37.63461557,127.0261654,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-9",1,서울특별시 강북구 덕릉로 110,서울특별시 강북구 미아동 158-9,37.63468475,127.025851,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 157-37",1,서울특별시 강북구 도봉로76길 69,서울특별시 강북구 미아동 157-37,37.63436494,127.0268886,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 158-74",1,서울특별시 강북구 도봉로76길 35,서울특별시 강북구 미아동 158-74,37.63330509,127.0257467,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 152-3",1,서울특별시 강북구 도봉로78길 56,서울특별시 강북구 미아동 152-3,37.63381112,127.0267962,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 152",1,서울특별시 강북구 도봉로76길 52,서울특별시 강북구 미아동 152,37.63320234,127.0271411,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 163-4",1,서울특별시 강북구 도봉로76가길 5,서울특별시 강북구 미아동 163-4,37.63302236,127.026166,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 163-13",1,서울특별시 강북구 도봉로76가길 3-3,서울특별시 강북구 미아동 163-13,37.63316372,127.0262051,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-8",1,서울특별시 강북구 덕릉로30길 42,서울특별시 강북구 미아동 165-8,37.63283979,127.0254788,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-2",1,서울특별시 강북구 덕릉로30길 47,서울특별시 강북구 미아동 164-2,37.63241388,127.0259552,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-62",1,서울특별시 강북구 덕릉로30길 52,서울특별시 강북구 미아동 165-62,37.63240953,127.0256543,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-63",1,서울특별시 강북구 덕릉로30길 45-4,서울특별시 강북구 미아동 164-63,,,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-45",1,서울특별시 강북구 도봉로76길 36-5,서울특별시 강북구 미아동 164-45,37.6329462,127.0259033,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-47",1,서울특별시 강북구 도봉로76길 38,서울특별시 강북구 미아동 164-47,37.63312605,127.0258239,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-36",1,서울특별시 강북구 도봉로72길 19-18,서울특별시 강북구 미아동 165-36,37.63286159,127.0250699,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-31",1,서울특별시 강북구 도봉로72길 19-8,서울특별시 강북구 미아동 165-31,37.63246017,127.0252298,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-69",1,서울특별시 강북구 도봉로72길 23-3,서울특별시 강북구 미아동 165-69,37.63234544,127.0253903,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-28",1,서울특별시 강북구 도봉로72길 23-9,서울특별시 강북구 미아동 165-28,37.63260224,127.0252838,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-16",1,서울특별시 강북구 도봉로72길 23-10,서울특별시 강북구 미아동 165-16,37.63266393,127.0254307,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-18",1,서울특별시 강북구 도봉로72길 23-14,서울특별시 강북구 미아동 165-18,37.63280008,127.0253755,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-23",1,서울특별시 강북구 도봉로76길 26,서울특별시 강북구 미아동 165-23,37.63299285,127.0251333,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-64",1,서울특별시 강북구 도봉로72길 27,서울특별시 강북구 미아동 165-64,37.63230395,127.0255800459,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 163-12",1,서울특별시 강북구 도봉로76가길 3,서울특별시 강북구 미아동 163-12,37.63311202,127.0261316,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-2",1,서울특별시 강북구 도봉로76길 29,서울특별시 강북구 미아동 162-2,37.63323943,127.0252286,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-1",1,서울특별시 강북구 세일어린이공원,서울특별시 강북구 미아동 162-1,,,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-1",1,서울특별시 강북구 세일어린이공원,서울특별시 강북구 미아동 162-1,,,2000,전용주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-34",1,서울특별시 강북구 도봉로76길 19-10,서울특별시 강북구 미아동 162-34,37.63351472,127.0250753,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-33",1,서울특별시 강북구 도봉로76길 23,서울특별시 강북구 미아동 162-33,37.63314155,127.0249831,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-33",1,서울특별시 강북구 도봉로76길 23,서울특별시 강북구 미아동 162-33,37.63314155,127.0249831,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-41",1,서울특별시 강북구 도봉로76길 17,서울특별시 강북구 미아동 162-41,37.63306818,127.0246687,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-43",1,서울특별시 강북구 도봉로76길 13-8,서울특별시 강북구 미아동 162-43,37.63325028,127.0246309,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-10",1,서울특별시 강북구 도봉로78길 16,서울특별시 강북구 미아동 162-10,37.6336136,127.0244412,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-14",1,서울특별시 강북구 덕릉로28길 25-3,서울특별시 강북구 미아동 162-14,37.63347702,127.024392,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 162-18",1,서울특별시 강북구 덕릉로28길 27-3,서울특별시 강북구 미아동 162-18,37.63338449,127.0244017,2000,전용주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-33",1,서울특별시 강북구 도봉로76길 16-5,서울특별시 강북구 미아동 187-33,37.63271623,127.0248088,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-4",1,서울특별시 강북구 덕릉로28길 49,서울특별시 강북구 미아동 187-4,37.63249291,127.0246235,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 189-14",2,서울특별시 강북구 도봉로 260,서울특별시 강북구 미아동 189-14,37.63170676,127.0244229,2000,전용주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 189-37",1,서울특별시 강북구 덕릉로28길 72,서울특별시 강북구 미아동 189-37,37.63146316,127.0247177,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 189-17",1,서울특별시 강북구 도봉로68길 7,서울특별시 강북구 미아동 189-17,37.63111021,127.0248659,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-55",1,서울특별시 강북구 도봉로68길 11-5,서울특별시 강북구 미아동 187-55,37.63142507,127.0250349,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-49",1,서울특별시 강북구 도봉로68길 11-12,서울특별시 강북구 미아동 187-49,37.63165417,127.0251527,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-51",1,서울특별시 강북구 덕릉로28길 65,서울특별시 강북구 미아동 187-51,37.63176549,127.0249034,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-9",1,서울특별시 강북구 도봉로72길 14,서울특별시 강북구 미아동 187-9,37.63200127,127.0249623,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-14",1,서울특별시 강북구 도봉로72길 14-4,서울특별시 강북구 미아동 187-14,37.63189278,127.0250127,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-24",1,서울특별시 강북구 도봉로72길 17-3,서울특별시 강북구 미아동 187-24,37.63227381,127.0249675,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-26",1,서울특별시 강북구 도봉로72길 17-7,서울특별시 강북구 미아동 187-26,37.63244123,127.0249015,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-54",1,서울특별시 강북구 도봉로68길 11-7,서울특별시 강북구 미아동 187-54,37.63152473,127.0249974,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-61",1,서울특별시 강북구 덕릉로28길45-4,서울특별시 강북구 미아동 187-61,37.63247279,127.0247703,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-17",1,서울특별시 강북구 도봉로72길19-9,서울특별시 강북구 미아동 187-17,37.63255608,127.0250077,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 187-21",1,서울특별시 강북구 도봉로72길19,서울특별시 강북구 미아동 187-21,37.63222783,127.0251314,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 189-20",1,서울특별시 강북구 덕릉로28길46-1,서울특별시 강북구 미아동 189-20,37.63246902,127.0242723,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 193-15",2,서울특별시 강북구 솔매로49길 60,서울특별시 강북구 미아동 193-15,37.62984392,127.0271231,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 192-3",1,서울특별시 강북구,서울특별시 강북구 미아동 192-3,37.63067643,127.0267298,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 192-10",1,서울특별시 강북구 도봉로76길 52,서울특별시 강북구 미아동 192-10,37.63320234,127.0271411,2000,전용주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 192-13",1,서울특별시 강북구 도봉로76가길 52-3,서울특별시 강북구 미아동 192-13,37.63088421,127.0266857,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 192-9",1,서울특별시 강북구 도봉로76가길 46,서울특별시 강북구 미아동 192-9,37.63127624,127.0266399584,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 192-15",1,서울특별시 강북구 덕릉로30길 89,서울특별시 강북구 미아동 192-15,37.63089974,127.026503,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 192-15",1,서울특별시 강북구 덕릉로30길 89,서울특별시 강북구 미아동 192-15,37.63089974,127.026503,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-27",1,서울특별시 강북구 도봉로68길 39,서울특별시 강북구 미아동 164-27,37.63156466,127.0265586,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-38",1,서울특별시 강북구 도봉로76가길 34,서울특별시 강북구 미아동 164-38,37.63177542,127.0264722,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 163-21",1,서울특별시 강북구 도봉로76가길 27,서울특별시 강북구 미아동 163-21,37.63222444,127.0265878,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 163-21",1,서울특별시 강북구 도봉로76가길 27,서울특별시 강북구 미아동 163-21,37.63222444,127.0265878,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-5",1,서울특별시 강북구 도봉로72길 38,서울특별시 강북구 미아동 164-5,37.63220958,127.0261976,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 1361",1,서울특별시 강북구 도봉로76가길 15,서울특별시 강북구 미아동 1361,37.63263917,127.0265716,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 1361",1,서울특별시 강북구 도봉로76가길 15,서울특별시 강북구 미아동 1361,37.63263917,127.0265716,2000,전용주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-5",1,서울특별시 강북구 도봉로72길 38,서울특별시 강북구 미아동 164-5,37.63220958,127.0261976,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-3",1,서울특별시 강북구 운산어린이공원,서울특별시 강북구 미아동 165-3,,,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-20",1,서울특별시 강북구 덕릉로30길 63-5,서울특별시 강북구 미아동 164-20,37.63204658,127.0262371,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-23",1,서울특별시 강북구 도봉로68길 35-8,서울특별시 강북구 미아동 164-23,37.63178265,127.0263601,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-26",1,서울특별시 강북구 도봉로68길 37,서울특별시 강북구 미아동 164-26,37.63153792,127.0264613,2000,전용주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-13",1,서울특별시 강북구 도봉로68길 33,서울특별시 강북구 미아동 164-13,37.63146436,127.0262304,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-39",1,서울특별시 강북구 덕릉로30길 66,서울특별시 강북구 미아동 165-39,37.63187475,127.0258652,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-41",1,서울특별시 강북구 덕릉로30길 70,서울특별시 강북구 미아동 165-41,37.63171725,127.0259228,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 164-13",1,서울특별시 강북구 도봉로68길 33,서울특별시 강북구 미아동 164-13,37.63146436,127.0262304,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-52",1,서울특별시 강북구 도봉로68길 19-10,서울특별시 강북구 미아동 165-52,37.63166426,127.0255342,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-53",1,서울특별시 강북구 도봉로68길 19-40,서울특별시 강북구 미아동 165-53,37.63181168,127.0254892,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-53",1,서울특별시 강북구 도봉로68길 19-40,서울특별시 강북구 미아동 165-53,37.63181168,127.0254892,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-49",1,서울특별시 강북구 도봉로68길 19-18,서울특별시 강북구 미아동 165-49,37.63174578,127.0256198,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-50",1,서울특별시 강북구 도봉로68길 19-20,서울특별시 강북구 미아동 165-50,37.63165252,127.0256674,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 165-3",1,서울특별시 강북구 운산어린이공원,서울특별시 강북구 미아동 165-3,,,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 193-15",2,서울특별시 강북구 솔매로49길 60,서울특별시 강북구 미아동 193-15,37.62984392,127.0271231,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 193-15",2,서울특별시 강북구 솔매로49길 60,서울특별시 강북구 미아동 193-15,37.62984392,127.0271231,2000,한전주,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 193-15",2,서울특별시 강북구 솔매로49길 60,서울특별시 강북구 미아동 193-15,37.62984392,127.0271231,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 190-2",1,서울특별시 강북구 도봉로68길 26,서울특별시 강북구 미아동 190-2,37.63098993,127.0261286,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
"서울특별시 강북구 미아동 190-2",1,서울특별시 강북구 도봉로68길 26,서울특별시 강북구 미아동 190-2,37.63098993,127.0261286,2000,건축물,02-901-5863,서울특별시 강북구청,2020-09-25
