"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
01-옥인3길41-3,1,서울특별시 종로구 옥인3길 41-3,서울특별시 종로구 누상동 159-18,37.579442,126.965861,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인3길5-10,1,서울특별시 종로구 옥인3길 5-10,서울특별시 종로구 누상동 31-7,37.580471,126.966258,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인3길5-13,1,서울특별시 종로구 옥인3길 5-13,서울특별시 종로구 누상동 97-9,37.580465,126.966506,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인3길5-14,1,서울특별시 종로구 옥인3길 5-14,서울특별시 종로구 누상동 35,37.580189,126.966061,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인3길5-14-가,1,서울특별시 종로구 옥인3길 5-14,서울특별시 종로구 누상동 34,37.580235,126.965915,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인3길5-21,1,서울특별시 종로구 옥인3길 5-21,서울특별시 종로구 누상동 99,37.580386,126.966373,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인3길5-6,1,서울특별시 종로구 옥인3길 5-6,서울특별시 종로구 누상동 31-7,37.580624,126.966366,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인3길6-4,1,서울특별시 종로구 옥인3길 6-4,서울특별시 종로구 누상동 28-1,37.580823,126.966198,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인4길10-3,1,서울특별시 종로구 옥인4길 10-3,서울특별시 종로구 옥인동 178-32,37.581736,126.965965,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인4길16,1,서울특별시 종로구 옥인4길 16,서울특별시 종로구 옥인동 178-2,37.581822,126.965743,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인4길24,1,서울특별시 종로구 옥인4길 24,서울특별시 종로구 옥인동 178-20,37.581947,126.965341,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인4길32,1,서울특별시 종로구 옥인4길 32,서울특별시 종로구 옥인동 171-3,37.582249,126.965349,,기타,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인4길36,1,서울특별시 종로구 옥인4길 36,서울특별시 종로구 옥인동 171-3,37.5821001,126.965493,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인4길8,1,서울특별시 종로구 옥인4길 8,서울특별시 종로구 옥인동 178-37,37.581579,126.965957,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길12,1,서울특별시 종로구 옥인5길 12,서울특별시 종로구 옥인동 178-80,37.582478,126.965518,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길14-1,1,서울특별시 종로구 옥인5길 14-1,서울특별시 종로구 옥인동 179-1,37.5827371753,126.965406,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길16,1,서울특별시 종로구 옥인5길 16,서울특별시 종로구 옥인동 179-1,37.582666,126.965291,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길16-1,1,서울특별시 종로구 옥인5길 16-1,서울특별시 종로구 옥인동 181-2,37.582791,126.965229,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길16-1-가,1,서울특별시 종로구 옥인5길 16-1,서울특별시 종로구 옥인동 179-1,37.582791,126.965074,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길18,1,서울특별시 종로구 옥인5길 18,서울특별시 종로구 옥인동 179-1,37.5829758,126.964892,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길18-가,1,서울특별시 종로구 옥인5길 18,서울특별시 종로구 옥인동 179-1,37.583136,126.9651705,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길18-나,1,서울특별시 종로구 옥인5길 18,서울특별시 종로구 옥인동 179-1,37.583158,126.964514,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길18-다,1,서울특별시 종로구 옥인5길 18,서울특별시 종로구 옥인동 179-1,37.583143,126.964392,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길18-라,1,서울특별시 종로구 옥인5길 18,서울특별시 종로구 옥인동 179-1,37.5829758,126.964274,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길18-마,1,서울특별시 종로구 옥인5길 18,서울특별시 종로구 옥인동 179-1,37.583444,126.964707,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길18-바,1,서울특별시 종로구 옥인5길 18,서울특별시 종로구 옥인동 179-1,37.583893,126.9651705,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길18-사,1,서울특별시 종로구 옥인5길 18,서울특별시 종로구 옥인동 179-1,37.584036,126.964403,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길40,1,서울특별시 종로구 옥인5길 40,서울특별시 종로구 옥인동 47-383,37.583773,126.966092,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길40-가,1,서울특별시 종로구 옥인5길 40,서울특별시 종로구 옥인동 47-509,37.583825,126.965852,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길40-나,1,서울특별시 종로구 옥인5길 40,서울특별시 종로구 옥인동 47-510,37.583822,126.965591,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길44,1,서울특별시 종로구 옥인5길 44,서울특별시 종로구 옥인동 47-414,37.583718,126.966333,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길53,1,서울특별시 종로구 옥인5길 53,서울특별시 종로구 신교동 2-2,37.584314,126.9665556,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길57-3,1,서울특별시 종로구 옥인5길 57-3,서울특별시 종로구 신교동 2-10,37.584669,126.966132,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길58,1,서울특별시 종로구 옥인5길 58,서울특별시 종로구 신교동 2-38,37.584749,126.966338,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길58-1,1,서울특별시 종로구 옥인5길 58-1,서울특별시 종로구 신교동 2-64,37.584668,126.966391,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길59-2,1,서울특별시 종로구 옥인5길 59-2,서울특별시 종로구 신교동 2-119,37.584948,126.966116,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길59-5,1,서울특별시 종로구 옥인5길 59-5,서울특별시 종로구 신교동 2-31,37.584938,126.965988,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길60,1,서울특별시 종로구 옥인5길 60,서울특별시 종로구 신교동 2-85,37.584868,126.966288,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길61,1,서울특별시 종로구 옥인5길 61,서울특별시 종로구 신교동 2-116,37.584969,126.966321,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길61-1,1,서울특별시 종로구 옥인5길 61-1,서울특별시 종로구 신교동 2-30,37.585085,126.966464,,통신주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길61-1-가,1,서울특별시 종로구 옥인5길 61-1,서울특별시 종로구 신교동 2-30,37.585141,126.966428,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길61-1-나,1,서울특별시 종로구 옥인5길 61-1,서울특별시 종로구 신교동 2-31,37.585099,126.966296,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길64,1,서울특별시 종로구 옥인5길 64,서울특별시 종로구 신교동 1-32,37.585086,126.966642,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길7,1,서울특별시 종로구 옥인5길 7,서울특별시 종로구 옥인동 180,37.582541,126.964856,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길7-가,1,서울특별시 종로구 옥인5길 7,서울특별시 종로구 옥인동 181-6,37.582491,126.964986,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인5길7-나,1,서울특별시 종로구 옥인5길 7,서울특별시 종로구 옥인동 181-6,37.582514,126.965292,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길10-11,1,서울특별시 종로구 옥인6가길 10-11,서울특별시 종로구 누상동 166-65,37.581254,126.965225,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길10-5,1,서울특별시 종로구 옥인6가길 10-5,서울특별시 종로구 누상동 166-75,37.581196,126.964928,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길18-3,1,서울특별시 종로구 옥인6가길 18-3,서울특별시 종로구 누상동 29-12,37.580827,126.965638,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길18-7,1,서울특별시 종로구 옥인6가길 18-7,서울특별시 종로구 누상동 166-265,37.580961,126.965596,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길22,1,서울특별시 종로구 옥인6가길 22,서울특별시 종로구 누상동 166-169,37.581252,126.965448,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길24,1,서울특별시 종로구 옥인6가길 24,서울특별시 종로구 누상동 166-66,37.5812392,126.9653938,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길37,1,서울특별시 종로구 옥인6가길 37,서울특별시 종로구 누상동 29-12,37.580628,126.965523,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길44-13,1,서울특별시 종로구 옥인6가길 44-13,서울특별시 종로구 누상동 166-212,37.580753,126.964947,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길44-7,1,서울특별시 종로구 옥인6가길 44-7,서울특별시 종로구 누상동 166-6,37.580801,126.965274,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길46,1,서울특별시 종로구 옥인6가길 46,서울특별시 종로구 누상동 166-19,37.580387,126.965391,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길5,1,서울특별시 종로구 옥인6가길 5,서울특별시 종로구 누상동 166-159,37.581627,126.964947,,기타,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길50-4,1,서울특별시 종로구 옥인6가길 50-4,서울특별시 종로구 누상동 166-221,37.580243,126.965273,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길50-8,1,서울특별시 종로구 옥인6가길 50-8,서울특별시 종로구 누상동 166-21,37.580217,126.9650767,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길54,1,서울특별시 종로구 옥인6가길 54,서울특별시 종로구 누상동 166-41,37.579974,126.965452,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길54-가,1,서울특별시 종로구 옥인6가길 54,서울특별시 종로구 누상동 166-41,37.579959,126.965438,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길59-11,1,서울특별시 종로구 옥인6가길 59-11,서울특별시 종로구 누상동 166-93,37.579701,126.965148,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길59-9,1,서울특별시 종로구 옥인6가길 59-9,서울특별시 종로구 누상동 166-93,37.579707,126.965276,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길62,1,서울특별시 종로구 옥인6가길 62,서울특별시 종로구 누상동 166-30,37.579908,126.965104,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길65,1,서울특별시 종로구 옥인6가길 65,서울특별시 종로구 누상동 166-101,37.5798313,126.9649048,,CCTV주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6가길8,1,서울특별시 종로구 옥인6가길 8,서울특별시 종로구 누상동 166-108,37.581656,126.964724,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길14,1,서울특별시 종로구 옥인6길 14,서울특별시 종로구 누상동 166-131,37.581469,126.964512,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길15,1,서울특별시 종로구 옥인6길 15,서울특별시 종로구 누상동 166-122,37.581436,126.964594,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길19,1,서울특별시 종로구 옥인6길 19,서울특별시 종로구 누상동 166-123,37.581201,126.964621,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길2,1,서울특별시 종로구 옥인6길 2,서울특별시 종로구 누상동 166-141,37.581955,126.964223,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길22,1,서울특별시 종로구 옥인6길 22,서울특별시 종로구 누상동 166-134,37.581119,126.964417,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길26-10,1,서울특별시 종로구 옥인6길 26-10,서울특별시 종로구 누상동 166-238,37.580771,126.9642251,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길26-12,1,서울특별시 종로구 옥인6길 26-12,서울특별시 종로구 누상동 166-217,37.580656,126.964513,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길26-17,1,서울특별시 종로구 옥인6길 26-17,서울특별시 종로구 누상동 산 1-3,37.580509,126.964057,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길26-18,1,서울특별시 종로구 옥인6길 26-18,서울특별시 종로구 누상동 166-226,37.580544,126.964299,,기타,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길26-19,1,서울특별시 종로구 옥인6길 26-19,서울특별시 종로구 누상동 산 1-3,37.5804599,126.9639988,,기타,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길26-2,1,서울특별시 종로구 옥인6길 26-2,서울특별시 종로구 누상동 166-214,37.580912,126.964317,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길26-22,1,서울특별시 종로구 옥인6길 26-22,서울특별시 종로구 누상동 166-248,37.580599,126.964083,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길27-2,1,서울특별시 종로구 옥인6길 27-2,서울특별시 종로구 누상동 166-125,37.580946,126.964766,,통신주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길27-6,1,서울특별시 종로구 옥인6길 27-6,서울특별시 종로구 누상동 166-197,37.5808531,126.965021,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길27-8,1,서울특별시 종로구 옥인6길 27-8,서울특별시 종로구 누상동 166-6,37.580932,126.965263,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길27-9,1,서울특별시 종로구 옥인6길 27-9,서울특별시 종로구 누상동 166-55,37.581001,126.965408,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길32,1,서울특별시 종로구 옥인6길 32,서울특별시 종로구 누상동 166-303,37.580868,126.964537,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길32-가,1,서울특별시 종로구 옥인6길 32,서울특별시 종로구 누상동 166-233,37.580897,126.9646191,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길37-4,1,서울특별시 종로구 옥인6길 37-4,서울특별시 종로구 누상동 166-36,37.580472,126.964977,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길37-7,1,서울특별시 종로구 옥인6길 37-7,서울특별시 종로구 누상동 166-9,37.580615,126.965243,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길37-8,1,서울특별시 종로구 옥인6길 37-8,서울특별시 종로구 누상동 166-36,37.580486,126.965244,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길38,1,서울특별시 종로구 옥인6길 38,서울특별시 종로구 누상동 166-217,37.580665,126.964737,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길38-5,1,서울특별시 종로구 옥인6길 38-5,서울특별시 종로구 누상동 산 1-3,37.580404,126.964224,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길38-5-가,1,서울특별시 종로구 옥인6길 38-5,서울특별시 종로구 누상동 166-50,37.5803519,126.964416,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길38-5-나,1,서울특별시 종로구 옥인6길 38-5,서울특별시 종로구 누상동 산 1-3,37.580201,126.964334,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길38-8,1,서울특별시 종로구 옥인6길 38-8,서울특별시 종로구 누상동 166-48,37.580416,126.964432,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길38-가,1,서울특별시 종로구 옥인6길 38,서울특별시 종로구 누상동 166-48,37.580456,126.9646599,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길38-나,1,서울특별시 종로구 옥인6길 38,서울특별시 종로구 누상동 166-48,37.580446,126.9646599,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길39,1,서울특별시 종로구 옥인6길 39,서울특별시 종로구 누상동 166-50,37.580396,126.964769,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길41,1,서울특별시 종로구 옥인6길 41,서울특별시 종로구 누상동 166-254,37.5802656,126.964867,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길48,1,서울특별시 종로구 옥인6길 48,서울특별시 종로구 누상동 166-50,37.580139,126.964555,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길48-가,1,서울특별시 종로구 옥인6길 48,서울특별시 종로구 누상동 166-204,37.580166,126.964796,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길54,1,서울특별시 종로구 옥인6길 54,서울특별시 종로구 누상동 166-251,37.579833,126.964795,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길55,1,서울특별시 종로구 옥인6길 55,서울특별시 종로구 누상동 산 1-3,37.579627,126.964878,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길58,1,서울특별시 종로구 옥인6길 58,서울특별시 종로구 누상동 산 1-3,37.579615,126.964549,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길58-가,1,서울특별시 종로구 옥인6길 58,서울특별시 종로구 누상동 산 1-3,37.579704,126.964207,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길58-나,1,서울특별시 종로구 옥인6길 58,서울특별시 종로구 누상동 산 1-3,37.579638,126.964106,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길58-다,1,서울특별시 종로구 옥인6길 58,서울특별시 종로구 누상동 산 1-3,37.579705,126.964041,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길58-라,1,서울특별시 종로구 옥인6길 58,서울특별시 종로구 누상동 산 1-3,37.579697,126.963858,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길58-마,1,서울특별시 종로구 옥인6길 58,서울특별시 종로구 누상동 산 1-3,37.5797536,126.963505,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길58-바,1,서울특별시 종로구 옥인6길 58,서울특별시 종로구 누상동 산 1-3,37.579601,126.964203,,전용주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인6길7,1,서울특별시 종로구 옥인6길 7,서울특별시 종로구 누상동 166-177,37.581704,126.964469,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길18,1,서울특별시 종로구 옥인길 18,서울특별시 종로구 옥인동 149-1,37.580614,126.967655,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길18-가,1,서울특별시 종로구 옥인길 18,서울특별시 종로구 옥인동 149-1,37.580704,126.967493,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길18-나,1,서울특별시 종로구 옥인길 18,서울특별시 종로구 옥인동 145-1,37.580711,126.967511,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길23-5,1,서울특별시 종로구 옥인길 23-5,서울특별시 종로구 누상동 67-5,37.580716,126.967151,,기타,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길23-6,1,서울특별시 종로구 옥인길 23-6,서울특별시 종로구 누상동 53-1,37.580802,126.967091,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길24,1,서울특별시 종로구 옥인길 24,서울특별시 종로구 옥인동 154,37.5808717,126.967314,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길28,1,서울특별시 종로구 옥인길 28,서울특별시 종로구 옥인동 156-2,37.580983,126.967295,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길32-2,1,서울특별시 종로구 옥인길 32-2,서울특별시 종로구 옥인동 170,37.581046,126.966982,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길32-3,1,서울특별시 종로구 옥인길 32-3,서울특별시 종로구 옥인동 157-2,37.581101,126.967038,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길4,1,서울특별시 종로구 옥인길 4,서울특별시 종로구 옥인동 102-9,37.580583,126.968228,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길40,1,서울특별시 종로구 옥인길 40,서울특별시 종로구 옥인동 171-5,37.581117,126.966604,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길46,1,서울특별시 종로구 옥인길 46,서울특별시 종로구 옥인동 173-3,37.581275,126.966304,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길48,1,서울특별시 종로구 옥인길 48,서울특별시 종로구 누상동 9-2,37.581385,126.966092,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길48-가,1,서울특별시 종로구 옥인길 48,서울특별시 종로구 옥인동 176-2,37.581378,126.966107,,한전주,02-2148-3194,종로구청 도로과,2021-07-08
01-옥인길59-10,1,서울특별시 종로구 옥인길 59-10,서울특별시 종로구 누상동 166-229,37.581203,126.965655,,건축물,02-2148-3194,종로구청 도로과,2021-07-08
