"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
1-2-20,1,서울특별시 중구 남대문로1길 26-19,서울특별시 중구 북창동 94-38,37.562300,126.978400,2009,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-21,1,서울특별시 중구 남대문로1길 26-30,서울특별시 중구 북창동 94-27,37.562400,126.978600,2018,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-22,1,서울특별시 중구 남대문로1길 26-38,서울특별시 중구 북창동 94-35,37.562300,126.978500,2018,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-23,1,서울특별시 중구 남대문로1길 26-34,서울특별시 중구 북창동 94-31,37.562300,126.978500,2018,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-24,1,서울특별시 중구 남대문로 25-22,서울특별시 중구 북창동 94-40,37.562200,126.978300,2018,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-25,1,서울특별시 중구 남대문로 25-22,서울특별시 중구 북창동 94-40,37.562200,126.978300,2018,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-26,1,서울특별시 중구 남대문로 25-14,서울특별시 중구 북창동 108-15,37.561900,126.978400,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-27,2,서울특별시 중구 남대문로 25-15,서울특별시 중구 북창동 94-20,37.562000,126.978200,2015,통신주,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-28,1,서울특별시 중구 세종대로12길 25,서울특별시 중구 북창동 103-2,37.562000,126.977900,2020,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-31,1,서울특별시 중구 남대문로 25-7,서울특별시 중구 북창동 109-8,37.561600,126.978300,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-32,1,서울특별시 중구 남대문로 25-7,서울특별시 중구 북창동 109-8,37.561600,126.978300,2018,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-33,1,서울특별시 중구 남대문로 25-8,서울특별시 중구 북창동 129-10,37.561600,126.978500,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-34,1,서울특별시 중구 남대문로 25,서울특별시 중구 남대문로3가 92-1,37.561300,126.978400,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-35,1,서울특별시 중구 남대문로5길 3,서울특별시 중구 북창동 93-85,37.561600,126.978900,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-37,1,서울특별시 중구 남대문로5길 17-5,서울특별시 중구 북창동 93-43,37.562300,126.978700,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-38,1,서울특별시 중구 남대문로5길 29,서울특별시 중구 북창동 93-74,37.562700,126.978900,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-39,1,서울특별시 중구 세종대로14길 38,서울특별시 중구 북창동 93-45,37.562600,126.978700,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-49,1,서울특별시 중구 남대문로5길 27,서울특별시 중구 북창동 93-62,37.562600,126.978900,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-50,1,서울특별시 중구 세종대로 64,서울특별시 중구 태평로2가 70-5,37.562000,126.976700,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-51,1,서울특별시 중구 남대문로 25-17,서울특별시 중구 북창동 94-20,37.562000,126.978200,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-52,1,서울특별시 중구 세종대로 74-1,서울특별시 중구 태평로2가 69-24,37.562800,126.976900,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-53,1,서울특별시 중구 남대문로1길 26-3,서울특별시 중구 북창동 71-4,37.562400,126.977600,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-55,1,서울특별시 중구 남대문로 25-9,서울특별시 중구 북창동 109-2,37.561700,126.978300,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-56,1,서울특별시 중구 남대문로1길 26-7,서울특별시 중구 북창동 94-10,37.562300,126.977800,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-58,1,서울특별시 중구 남대문로1길 31-5,서울특별시 중구 북창동 20-5,37.562400,126.977000,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-59,1,서울특별시 중구 남대문로1길 31-5,서울특별시 중구 북창동 20-5,37.562400,126.977000,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-60,1,서울특별시 중구 남대문로1길 16,서울특별시 중구 북창동 119,37.561800,126.977600,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-62,1,서울특별시 중구 남대문로1길 26-34,서울특별시 중구 북창동 94-31,37.562300,126.978500,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-63,1,서울특별시 중구 남대문로 25-6,서울특별시 중구 북창동 129-10,37.561400,126.978500,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-64,1,서울특별시 중구 남대문로1길 24,서울특별시 중구 북창동 99-1,37.562000,126.977600,2017,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-65,1,서울특별시 중구 남대문로1길 24,서울특별시 중구 북창동 99-1,37.562000,126.977600,2017,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-2-66,1,서울특별시 중구 세종대로14길 18,서울특별시 중구 북창동 63,37.562800,126.977700,2020,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-1,1,서울특별시 중구 서소문로 136,서울특별시 중구 태평로2가 333-3,37.563500,126.976000,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-2,1,서울특별시 중구 서소문로 136,서울특별시 중구 태평로2가 333-3,37.563500,126.976000,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-3,2,서울특별시 중구 서소문로 134-5,서울특별시 중구 태평로2가 331,37.563500,126.976100,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-4,1,서울특별시 중구 서소문로 134-7,서울특별시 중구 태평로2가 318-1,37.563300,126.976000,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-5,1,서울특별시 중구 서소문로 134-12,서울특별시 중구 서소문동 106,37.563200,126.975700,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-6,1,서울특별시 중구 서소문로12길 13,서울특별시 중구 서소문동 75-2,37.562700,126.974900,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-7,1,서울특별시 중구 서소문로12길 13,서울특별시 중구 서소문동 75-2,37.562700,126.974900,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-8,1,서울특별시 중구 서소문로12길 13,서울특별시 중구 서소문동 75-2,37.562700,126.974900,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-9,1,서울특별시 중구 서소문로12길 13,서울특별시 중구 서소문동 75-2,37.562700,126.974900,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-10,1,서울특별시 중구 세종대로11길 26,서울특별시 중구 서소문동 120-35,37.562300,126.974600,2006,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-11,1,서울특별시 중구 서소문로 116,서울특별시 중구 서소문동 75-95,37.562700,126.974000,2006,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-13,1,서울특별시 중구 세종대로9길 68-9,서울특별시 중구 서소문동 64-4,37.562500,126.973700,2018,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-14,1,서울특별시 중구 세종대로9길 68-1,서울특별시 중구 서소문동 59,37.562500,126.973500,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-15,1,서울특별시 중구 서소문로 110,서울특별시 중구 서소문동 60-1,37.562700,126.973600,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-16,1,서울특별시 중구 서소문로 106,서울특별시 중구 서소문동 58-7,37.562500,126.973000,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-19,1,서울특별시 중구 서소문로 100,서울특별시 중구 서소문동 58-9,37.562300,126.972600,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-20,1,서울특별시 중구 서소문로 100,서울특별시 중구 서소문동 58-9,37.562300,126.972600,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-21,1,서울특별시 중구 서소문로 100,서울특별시 중구 서소문동 58-9,37.562300,126.972600,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-22,1,서울특별시 중구 세종대로9길 60,서울특별시 중구 서소문동 120-20,37.562200,126.973300,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-23,1,서울특별시 중구 세종대로9길 60,서울특별시 중구 서소문동 120-20,37.562200,126.973300,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-24,1,서울특별시 중구 세종대로9길 60,서울특별시 중구 서소문동 120-20,37.562200,126.973300,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-26,1,서울특별시 중구 세종대로11길 39,서울특별시 중구 서소문동 120-16,37.562000,126.973800,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-28,1,서울특별시 중구 세종대로11길 35,서울특별시 중구 서소문동 120-15,37.562000,126.974000,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-29,1,서울특별시 중구 세종대로11길 27,서울특별시 중구 서소문동 120-11,37.562000,126.974300,2017,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-30,1,서울특별시 중구 세종대로11길 27,서울특별시 중구 서소문동 120-11,37.562000,126.974300,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-31,1,서울특별시 중구 세종대로11길 26,서울특별시 중구 서소문동 120-35,37.562300,126.974600,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-32,1,서울특별시 중구 세종대로11길 35,서울특별시 중구 서소문동 120-15,37.562000,126.974000,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-33,1,서울특별시 중구 세종대로9길 42,서울특별시 중구 서소문동 120-23,37.561700,126.973800,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-34,1,서울특별시 중구 세종대로9길 42,서울특별시 중구 서소문동 120-23,37.561700,126.973800,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-35,1,서울특별시 중구 서소문로11길 14,서울특별시 중구 서소문동 52-1,37.563500,126.973100,2020,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-36,1,서울특별시 중구 서소문로11길 8,서울특별시 중구 서소문동 53-1,37.563300,126.973100,2006,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-37,1,서울특별시 중구 서소문로 109,서울특별시 중구 서소문동 54-1,37.563100,126.973300,2018,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-38,1,서울특별시 중구 서소문로 133,서울특별시 중구 서소문동 23,37.563900,126.975500,2018,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-39,1,서울특별시 중구 서소문로 141,서울특별시 중구 태평로2가 370-2,37.564300,126.976200,2017,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-40,1,서울특별시 중구 세종대로 89,서울특별시 중구 태평로2가 362-1,37.564500,126.976500,2018,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-42,1,서울특별시 중구 서소문로 109-7,서울특별시 중구 서소문동 52-2,37.563400,126.973100,2010,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-43,1,서울특별시 중구 서소문로 109-3,서울특별시 중구 서소문동 53-4,37.563100,126.973300,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-44,1,서울특별시 중구 세종대로9길 42,서울특별시 중구 서소문동 120-23,37.561700,126.973800,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-45,1,서울특별시 중구 세종대로11길 33-3,서울특별시 중구 서소문동 120-29,37.562000,126.974200,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-46,1,서울특별시 중구 서소문로 103,서울특별시 중구 서소문동 55-4,37.563000,126.972700,2016,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-3-47,1,서울특별시 중구 서소문로 103,서울특별시 중구 서소문동 55-4,37.563000,126.972700,2016,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-1,1,서울특별시 중구 정동길 22,서울특별시 중구 정동 27-44,37.566400,126.969200,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-2,1,서울특별시 중구 정동길 22,서울특별시 중구 정동 27-44,37.566400,126.969200,2014,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-3,1,서울특별시 중구 정동길 12-15,서울특별시 중구 정동 28-2,37.567400,126.969200,2011,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-8,5,서울특별시 중구 정동길 22,서울특별시 중구 정동 27-44,37.566400,126.969200,2020,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-9,1,서울특별시 중구 정동길 22,서울특별시 중구 정동 27-44,37.566400,126.969200,2007,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-10,1,서울특별시 중구 통일로4길 30,서울특별시 중구 충정로1가 83,37.565600,126.969600,2017,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-11,1,서울특별시 중구 통일로4길 30,서울특별시 중구 충정로1가 83,37.565600,126.969600,2018,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-12,1,서울특별시 중구 통일로4길 30,서울특별시 중구 충정로1가 83,37.565600,126.969600,2006,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-13,1,서울특별시 중구 통일로4길 30,서울특별시 중구 충정로1가 83,37.565600,126.969600,2006,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-15,1,서울특별시 중구 서소문로11길 19,서울특별시 중구 정동 34-5,37.563800,126.972100,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-16,1,서울특별시 중구 서소문로11길 19,서울특별시 중구 정동 34-5,37.563800,126.972100,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-17,1,서울특별시 중구 서소문로11길 19,서울특별시 중구 정동 34-5,37.563800,126.972100,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-18,1,서울특별시 중구 서소문로11길 43,서울특별시 중구 정동 34-16,37.565000,126.971900,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-19,1,서울특별시 중구 서소문로11길 43,서울특별시 중구 정동 34-16,37.565000,126.971900,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-20,1,서울특별시 중구 정동길 41-5,서울특별시 중구 정동 11-6,37.566000,126.972600,2018,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-21,1,서울특별시 중구 덕수궁길 116,서울특별시 중구 정동 1-66,37.567600,126.973400,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-22,1,서울특별시 중구 덕수궁길 140,서울특별시 중구 정동 1-76,37.569100,126.974700,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-23,1,서울특별시 중구 덕수궁길 140,서울특별시 중구 정동 1-76,37.569100,126.974700,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-24,1,서울특별시 중구 정동길 41-5,서울특별시 중구 정동 11-6,37.566000,126.972600,2012,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-5-25,1,서울특별시 중구 서소문로 89-10,서울특별시 중구 정동 34-18,37.563100,126.971500,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-6-3,1,서울특별시 중구 서소문로 81,서울특별시 중구 순화동 6-20,37.562400,126.970200,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-6-4,1,서울특별시 중구 서소문로 89,서울특별시 중구 순화동 5-2,37.562600,126.970800,2018,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
1-6-5,1,서울특별시 중구 서소문로 89,서울특별시 중구 순화동 5-2,37.562600,126.970800,2006,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
1-6-6,1,서울특별시 중구 서소문로 89,서울특별시 중구 순화동 5-2,37.562600,126.970800,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-1,1,서울특별시 중구 남대문시장길 14,서울특별시 중구 남창동 34-73,37.560000,126.976800,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-2,1,서울특별시 중구 남대문시장길 20-1,서울특별시 중구 남창동 34-29,37.560100,126.977100,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-3,1,서울특별시 중구 남대문시장2길 13,서울특별시 중구 남창동 34-114,37.559500,126.976600,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-4,1,서울특별시 중구 남대문시장2가길 7,서울특별시 중구 남창동 34-151,37.559500,126.977000,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-5,1,서울특별시 중구 남대문시장4길 14-1,서울특별시 중구 남창동 34-128,37.559500,126.977200,2020,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-6,1,서울특별시 중구 남대문시장2가길 8,서울특별시 중구 남창동 50-31,37.559400,126.977000,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-7,1,서울특별시 중구 소월로 3,서울특별시 중구 남창동 51-1,37.559400,126.976200,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-8,1,서울특별시 중구 남대문시장4길 28-12,서울특별시 중구 남창동 50-59,37.559200,126.976600,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-9,1,서울특별시 중구 남대문시장4길 28-12,서울특별시 중구 남창동 50-59,37.559200,126.976600,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-10,1,서울특별시 중구 남대문시장2가길 6-17,서울특별시 중구 남창동 50-26,37.559100,126.977000,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-12,1,서울특별시 중구 남대문시장4길 28-4,서울특별시 중구 남창동 50-43,37.559000,126.977100,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-13,2,서울특별시 중구 남대문시장4길 29,서울특별시 중구 남창동 64-17,37.558800,126.977400,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-14,1,서울특별시 중구 퇴계로 37,서울특별시 중구 남창동 61-4,37.558400,126.976300,2015,전용주,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-15,1,서울특별시 중구 남대문시장4길 28-9,서울특별시 중구 남창동 52-2,37.558700,126.976800,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-18,1,서울특별시 중구 남대문시장4길 28-9,서울특별시 중구 남창동 52-2,37.558700,126.976800,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-23,1,서울특별시 중구 남대문시장길 31-18,서울특별시 중구 남대문로3가 30-5,37.560700,126.978000,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-24,1,서울특별시 중구 남대문시장길 37,서울특별시 중구 남대문로3가 30-10,37.560500,126.978000,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-25,1,서울특별시 중구 남대문시장길 37,서울특별시 중구 남대문로3가 30-10,37.560500,126.978000,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-27,1,서울특별시 중구 남대문시장길 45-10,서울특별시 중구 남창동 3-1,37.560800,126.978400,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-28,1,서울특별시 중구 남대문시장길 45-4,서울특별시 중구 남창동 4-3,37.560700,126.978600,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-29,1,서울특별시 중구 남대문시장길 45-4,서울특별시 중구 남창동 4-3,37.560700,126.978600,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-32,1,서울특별시 중구 남대문시장길 37,서울특별시 중구 남대문로3가 30-10,37.560500,126.978000,2015,한전주,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-33,1,서울특별시 중구 남대문시장4길 3,서울특별시 중구 남창동 64-1,37.560100,126.977700,2019,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-34,1,서울특별시 중구 남대문시장4길 3,서울특별시 중구 남창동 64-1,37.560100,126.977700,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-35,1,서울특별시 중구 남대문시장4길 3,서울특별시 중구 남창동 64-1,37.560100,126.977700,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-36,1,서울특별시 중구 남대문시장길 40,서울특별시 중구 남창동 31-9,37.560100,126.978200,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-37,1,서울특별시 중구 남대문시장길 40,서울특별시 중구 남창동 31-9,37.560100,126.978200,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-38,1,서울특별시 중구 남대문시장길 40,서울특별시 중구 남창동 31-9,37.560100,126.978200,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-39,1,서울특별시 중구 남대문시장8길 16,서울특별시 중구 남창동 46-8,37.559700,126.978300,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-40,1,서울특별시 중구 남대문시장8길 16,서울특별시 중구 남창동 46-8,37.559700,126.978300,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-41,1,서울특별시 중구 남대문시장8길 16,서울특별시 중구 남창동 46-8,37.559700,126.978300,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-42,1,서울특별시 중구 남대문시장6길 19,서울특별시 중구 남창동 46-9,37.559400,126.978200,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
2-1-43,1,서울특별시 중구 남대문시장6길 19,서울특별시 중구 남창동 46-9,37.559400,126.978200,2015,건축물,02-3396-6152,중구청 도로시설과,2021-03-29
